ICD-O Code	Level	Term Type	Term Type Desc	ICD-O string	NCIm CUI	NCIt Code (if present)	NCIt PT string (Preferred term)
9250/3	4	PT	Preferred term	Giant cell tumor of bone, malignant	C0334552	C4304	Malignancy in Giant Cell Tumor of Bone
9250/3	Synonym	SY	Synonym	Giant cell sarcoma of bone	C0334552	C4304	Malignancy in Giant Cell Tumor of Bone
9250/3	Synonym	SY	Synonym	Osteoclastoma, malignant	C0334554	C8380	Undifferentiated Pleomorphic Sarcoma with Osteoclast-Like Giant Cells
9251/1	4	PT	Preferred term	Giant cell tumor of soft parts, NOS	C0334553	C49107	Giant Cell Tumor of Soft Tissue
9251/3	4	PT	Preferred term	Malignant giant cell tumor of soft parts	C0334554	C8380	Undifferentiated Pleomorphic Sarcoma with Osteoclast-Like Giant Cells
9252/0	4	PT	Preferred term	Tenosynovial giant cell tumor	C1318543	C3402	Tenosynovial Giant Cell Tumor
9252/0	Synonym	SY	Synonym	Fibrous histiocytoma of tendon sheath	C1318543	C3402	Tenosynovial Giant Cell Tumor
9252/0	Synonym	SY	Synonym	Giant cell tumor of tendon sheath	C1318543	C3402	Tenosynovial Giant Cell Tumor
9252/3	4	PT	Preferred term	Malignant tenosynovial giant cell tumor	C1266168	C6535	Malignant Tenosynovial Giant Cell Tumor
9252/3	Synonym	SY	Synonym	Giant cell tumor of tendon sheath, malignant	C1266168	C6535	Malignant Tenosynovial Giant Cell Tumor
926	2	HT	Hierarchical term	Miscellaneous bone tumors	CL497890		
9260/3	4	PT	Preferred term	Ewing sarcoma	C0553580	C4817	Ewing Sarcoma
9260/3	Synonym	SY	Synonym	Ewing tumor	C0553580	C4817	Ewing Sarcoma
9261/3	4	PT	Preferred term	Adamantinoma of long bones	C0334556	C7644	Adamantinoma
9261/3	Synonym	SY	Synonym	Tibial adamantinoma	C1273017	C8461	Tibial Adamantinoma
9262/0	4	PT	Preferred term	Ossifying fibroma	C0206640	C8422	Ossifying Fibroma
9262/0	Synonym	SY	Synonym	Fibro-osteoma	C0555196		
9262/0	Synonym	SY	Synonym	Osteofibroma	C0555196		
927-934	2	HT	Hierarchical term	Odontogenic tumors	C0028880	C3286	Odontogenic Neoplasm
9270/0	4	PT	Preferred term	Odontogenic tumor, benign	C0334557	C4306	Benign Odontogenic Neoplasm
9270/1	4	PT	Preferred term	Odontogenic tumor, NOS	C0028880	C3286	Odontogenic Neoplasm
9270/3	4	PT	Preferred term	Odontogenic tumor, malignant	C0334558	C4812	Malignant Odontogenic Neoplasm
9270/3	Synonym	SY	Synonym	Ameloblastic carcinoma	C1314678	C7492	Ameloblastic Carcinoma
9270/3	Synonym	SY	Synonym	Odontogenic carcinoma	C0334558	C4812	Malignant Odontogenic Neoplasm
9270/3	Synonym	SY	Synonym	Odontogenic sarcoma	C0334558	C4812	Malignant Odontogenic Neoplasm
9270/3	Synonym	SY	Synonym	Primary intraosseous carcinoma	C0457542		
9271/0	4	PT	Preferred term	Ameloblastic fibrodentinoma	C0457520	C66800	Ameloblastic Fibrodentinoma
9271/0	Synonym	SY	Synonym	Dentinoma	C1704219	C54323	Dentinogenic Ghost Cell Tumor
9272/0	4	PT	Preferred term	Cementoma, NOS	C0007659	C4308	Cementoblastoma
9272/0	Synonym	SY	Synonym	Periapical cemental dysplasia	C0007659	C4308	Cementoblastoma
9272/0	Synonym	SY	Synonym	Periapical cemento-osseous dysplasia	C0007659	C4308	Cementoblastoma
9273/0	4	PT	Preferred term	Cementoblastoma, benign	C0007659	C4308	Cementoblastoma
9274/0	4	PT	Preferred term	Cementifying fibroma	C0206640	C8422	Ossifying Fibroma
9274/0	Related	RT	Related term	Cemento-ossifying fibroma	C0206640	C8422	Ossifying Fibroma
9275/0	4	PT	Preferred term	Gigantiform cementoma	C0555197	C8381	Gigantiform Cementoma
9275/0	Synonym	SY	Synonym	Florid osseous dysplasia	C0555197	C8381	Gigantiform Cementoma
9280/0	4	PT	Preferred term	Odontoma, NOS	C0028882	C3287	Odontoma
9281/0	4	PT	Preferred term	Compound odontoma	C0205866	C3711	Compound Odontoma
9282/0	4	PT	Preferred term	Complex odontoma	C0334563	C4309	Complex Odontoma
9290/0	4	PT	Preferred term	Ameloblastic fibro-odontoma	C0205865	C3710	Ameloblastic Fibro-Odontoma
9290/0	Synonym	SY	Synonym	Fibroameloblastic odontoma	C0205865	C3710	Ameloblastic Fibro-Odontoma
9290/3	4	PT	Preferred term	Ameloblastic odontosarcoma	C0334564		
9290/3	Synonym	SY	Synonym	Ameloblastic fibro-odontosarcoma	C0334564		
9290/3	Synonym	SY	Synonym	Ameloblastic fibrodentinosarcoma	C0334564		
9300/0	4	PT	Preferred term	Adenomatoid odontogenic tumor	C0334565	C4310	Adenomatoid Odontogenic Tumor
9300/0	Synonym	SY	Synonym	Adenoameloblastoma	C0334565	C4310	Adenomatoid Odontogenic Tumor
9301/0	4	PT	Preferred term	Calcifying odontogenic cyst	C0206740	C54319	Calcifying Cystic Odontogenic Tumor
9302/0	4	PT	Preferred term	Odontogenic ghost cell tumor	C0334566	C4311	Ghost Cell Odontogenic Carcinoma
9310/0	4	PT	Preferred term	Ameloblastoma, NOS	C0002448	C4313	Ameloblastoma
9310/0	Synonym	SY	Synonym	Adamantinoma, NOS	C1367554		
9310/3	4	PT	Preferred term	Ameloblastoma, malignant	C0334567	C54297	Metastasizing Ameloblastoma
9310/3	Synonym	SY	Synonym	Adamantinoma, malignant	C0334567	C54297	Metastasizing Ameloblastoma
9311/0	4	PT	Preferred term	Odontoameloblastoma	C1704220	C54317	Odontoameloblastoma
9312/0	4	PT	Preferred term	Squamous odontogenic tumor	C1458142	C7112	Squamous Odontogenic Tumor
9320/0	4	PT	Preferred term	Odontogenic myxoma	C0334569	C7501	Odontogenic Myxoma
9320/0	Synonym	SY	Synonym	Odontogenic myxofibroma	C1377940	C7452	Odontogenic Myxofibroma
9321/0	4	PT	Preferred term	Central odontogenic fibroma	C1260966	C4314	Odontogenic Fibroma
9321/0	Synonym	SY	Synonym	Odontogenic fibroma, NOS	C1260966	C4314	Odontogenic Fibroma
9322/0	4	PT	Preferred term	Peripheral odontogenic fibroma	C0334571	C4315	Peripheral Odontogenic Fibroma
9330/0	4	PT	Preferred term	Ameloblastic fibroma	C0334572	C4316	Ameloblastic Fibroma
9330/3	4	PT	Preferred term	Ameloblastic fibrosarcoma	C0334573	C4317	Ameloblastic Fibrosarcoma
9330/3	Synonym	SY	Synonym	Ameloblastic sarcoma	C0334573	C4317	Ameloblastic Fibrosarcoma
9330/3	Synonym	SY	Synonym	Odontogenic fibrosarcoma	C0334573	C4317	Ameloblastic Fibrosarcoma
9340/0	4	PT	Preferred term	Calcifying epithelial odontogenic tumor	C0334574	C54301	Calcifying Epithelial Odontogenic Tumor
9340/0	Synonym	SY	Synonym	Pindborg tumor	C0334574	C54301	Calcifying Epithelial Odontogenic Tumor
9341/1	4	PT	Preferred term	Clear cell odontogenic tumor	C0475829	C54300	Clear Cell Odontogenic Carcinoma
9342/3	4	PT	Preferred term	Odontogenic carcinosarcoma	C0334558	C4812	Malignant Odontogenic Neoplasm
935-937	2	HT	Hierarchical term	Miscellaneous tumors	C0334575		
9350/1	4	PT	Preferred term	Craniopharyngioma	C0010276	C2964	Craniopharyngioma
9350/1	Synonym	SY	Synonym	Rathke pouch tumor	C0010276	C2964	Craniopharyngioma
9351/1	4	PT	Preferred term	Craniopharyngioma, adamantinomatous	C0431129	C4726	Adamantinomatous Craniopharyngioma
9352/1	4	PT	Preferred term	Craniopharyngioma, papillary	C0431128	C4725	Papillary Craniopharyngioma
9360/1	4	PT	Preferred term	Pinealoma	C0031941	C6965	Pineal Parenchymal Cell Neoplasm
9361/1	4	PT	Preferred term	Pineocytoma	C0917890	C6966	Pineocytoma
9362/3	4	PT	Preferred term	Pineoblastoma	C0205898	C9344	Pineoblastoma
9362/3	Related	RT	Related term	Mixed pineal tumor	C1527228		
9362/3	Related	RT	Related term	Pineal parenchymal tumor of intermediate differentiation	C1367859	C6967	Pineal Parenchymal Tumor of Intermediate Differentiation
9362/3	Related	RT	Related term	Transitional pineal tumor	C1527228		
9362/3	Synonym	SY	Synonym	Mixed pineocytoma-pineoblastoma	C1527228		
9363/0	4	PT	Preferred term	Melanotic neuroectodermal tumor	C0206094	C3717	Melanotic Neuroectodermal Tumor
9363/0	Synonym	SY	Synonym	Melanoameloblastoma	C0206094	C3717	Melanotic Neuroectodermal Tumor
9363/0	Synonym	SY	Synonym	Melanotic progonoma	C0206094	C3717	Melanotic Neuroectodermal Tumor
9363/0	Synonym	SY	Synonym	Retinal anlage tumor	C0206094	C3717	Melanotic Neuroectodermal Tumor
9364/3	4	PT	Preferred term	Peripheral neuroectodermal tumor	C3489398	C9341	Peripheral Primitive Neuroectodermal Tumor
9364/3	Related	RT	Related term	Neuroectodermal tumor, NOS	C0206663	C3716	Primitive Neuroectodermal Tumor
9364/3	Related	RT	Related term	Peripheral primitive neuroectodermal tumor, NOS	C3489398	C9341	Peripheral Primitive Neuroectodermal Tumor
9364/3	Synonym	SY	Synonym	PPNET	C3489398	C9341	Peripheral Primitive Neuroectodermal Tumor
9365/3	4	PT	Preferred term	Askin tumor	C0877849	C7542	Askin Tumor
9370/3	4	PT	Preferred term	Chordoma, NOS	C0008487	C2947	Chordoma
9371/3	4	PT	Preferred term	Chondroid chordoma	C1266173	C6902	Chondroid Chordoma
9372/3	4	PT	Preferred term	Dedifferentiated chordoma	C1266174	C48876	Dedifferentiated Chordoma
9373/0	4	PT	Preferred term	Parachordoma	C1266175	C6581	Parachordoma
938-948	2	HT	Hierarchical term	Gliomas	C0017638	C3059	Glioma
9380/3	4	PT	Preferred term	Glioma, malignant	C0555198	C4822	Malignant Glioma
9380/3	Synonym	SY	Synonym	Glioma, NOS	C0017638	C3059	Glioma
9381/3	4	PT	Preferred term	Gliomatosis cerebri	C0334576	C4318	Gliomatosis Cerebri
9382/3	4	PT	Preferred term	Mixed glioma	C0259783	C3903	Mixed Glioma
9382/3	Synonym	SY	Synonym	Anaplastic oligoastrocytoma	C0431108	C6959	Anaplastic Oligoastrocytoma
9382/3	Synonym	SY	Synonym	Oligoastrocytoma	C0280793	C4050	Oligoastrocytoma
9383/1	4	PT	Preferred term	Subependymoma	C0206725	C3795	Subependymoma
9383/1	Related	RT	Related term	Mixed subependymoma-ependymoma	CL018133		
9383/1	Synonym	SY	Synonym	Subependymal astrocytoma, NOS	CL024689		
9383/1	Synonym	SY	Synonym	Subependymal glioma	C0206725	C3795	Subependymoma
9384/1	4	PT	Preferred term	Subependymal giant cell astrocytoma	C0205768	C3696	Subependymal Giant Cell Astrocytoma
9390/0	4	PT	Preferred term	Choroid plexus papilloma, NOS	C0205770	C3698	Choroid Plexus Papilloma
9390/1	4	PT	Preferred term	Atypical choroid plexus papilloma	C1266176	C53686	Atypical Choroid Plexus Papilloma
9390/3	4	PT	Preferred term	Choroid plexus carcinoma	C0431109	C4715	Choroid Plexus Carcinoma
9390/3	Synonym	SY	Synonym	Choroid plexus papilloma, anaplastic	C0431109	C4715	Choroid Plexus Carcinoma
9390/3	Synonym	SY	Synonym	Choroid plexus papilloma, malignant	C0431109	C4715	Choroid Plexus Carcinoma
9391/3	4	PT	Preferred term	Ependymoma, NOS	C0014474	C3017	Ependymoma
9391/3	Related	RT	Related term	Cellular ependymoma	C1384403	C4713	Cellular Ependymoma
9391/3	Related	RT	Related term	Clear cell ependymoma	C1384404	C4714	Clear Cell Ependymoma
9391/3	Related	RT	Related term	Tanycytic ependymoma	C1370500	C6903	Tanycytic Ependymoma
9391/3	Synonym	SY	Synonym	Epithelial ependymoma	CL031439		
9392/3	4	PT	Preferred term	Ependymoma, anaplastic	C0280788	C4049	Anaplastic Ependymoma
9392/3	Synonym	SY	Synonym	Ependymoblastoma	C0700367	C4915	Embryonal Tumor with Multilayered Rosettes, C19MC-Altered
9393/3	4	PT	Preferred term	Papillary ependymoma	C0334578	C4319	Papillary Ependymoma
9394/1	4	PT	Preferred term	Myxopapillary ependymoma	C0205769	C3697	Myxopapillary Ependymoma
9395/3	4	PT	Preferred term	Papillary tumor of the pineal region	C2985219	C92624	Papillary Tumor of the Pineal Region
9400/3	4	PT	Preferred term	Astrocytoma, NOS	C0004114	C60781	Astrocytoma
9400/3	Related	ORT	Obsolete related term	Cystic astrocytoma	C0280785	C7173	Diffuse Astrocytoma
9400/3	Related	RT	Related term	Astrocytoma, low grade	C0280785	C7173	Diffuse Astrocytoma
9400/3	Related	RT	Related term	Diffuse astrocytoma, low grade	C0280785	C7173	Diffuse Astrocytoma
9400/3	Related	RT	Related term	Diffuse astrocytoma	C0280785	C7173	Diffuse Astrocytoma
9400/3	Synonym	IS	Inactive (obsolete) synonym	Astroglioma	CL357919	C6958	Astrocytic Tumor
9400/3	Synonym	SY	Synonym	Astrocytic glioma	CL357919	C6958	Astrocytic Tumor
9401/3	4	PT	Preferred term	Astrocytoma, anaplastic	C0334579	C9477	Anaplastic Astrocytoma
9410/3	4	PT	Preferred term	Protoplasmic astrocytoma	C0334580	C4320	Protoplasmic Astrocytoma
9411/3	4	PT	Preferred term	Gemistocytic astrocytoma	C0334581	C4321	Gemistocytic Astrocytoma
9411/3	Synonym	SY	Synonym	Gemistocytoma	C0334581	C4321	Gemistocytic Astrocytoma
9412/1	4	PT	Preferred term	Desmoplastic infantile astrocytoma	C0457179	C9476	Desmoplastic Infantile Astrocytoma
9412/1	Related	RT	Related term	Desmoplastic infantile ganglioglioma	C1321878	C4738	Desmoplastic Infantile Ganglioglioma
9413/0	4	PT	Preferred term	Dysembryoplastic neuroepithelial tumor	C1266177	C9505	Dysembryoplastic Neuroepithelial Tumor
9420/3	4	PT	Preferred term	Fibrillary astrocytoma	C0334582	C4322	Fibrillary Astrocytoma
9420/3	Synonym	SY	Synonym	Fibrous astrocytoma	C0334582	C4322	Fibrillary Astrocytoma
9421/1	4	PT	Preferred term	Pilocytic astrocytoma	C0334583	C4047	Pilocytic Astrocytoma
9421/1	Synonym	IS	Inactive (obsolete) synonym	Spongioblastoma, NOS	C0334584		
9421/1	Synonym	SY	Synonym	Juvenile astrocytoma	C1321865	C9022	Childhood Astrocytic Tumor
9421/1	Synonym	SY	Synonym	Piloid astrocytoma	C0334583	C4047	Pilocytic Astrocytoma
9423/3	4	PT	Preferred term	Polar spongioblastoma	C0555199	C66801	Polar Spongioblastoma
9423/3	Synonym	IS	Inactive (obsolete) synonym	Primitive polar spongioblastoma	C0334589		
9423/3	Synonym	SY	Synonym	Spongioblastoma polare	C0555199	C66801	Polar Spongioblastoma
9424/3	4	PT	Preferred term	Pleomorphic xanthoastrocytoma	C0334586	C4323	Pleomorphic Xanthoastrocytoma
9425/3	4	PT	Preferred term	Pilomyxoid astrocytoma	C1519086	C40315	Pilomyxoid Astrocytoma
9430/3	4	PT	Preferred term	Astroblastoma	C0334587	C4324	Astroblastoma
9431/1	4	PT	Preferred term	Angiocentric glioma	C2363903	C92552	Angiocentric Glioma
9432/1	4	PT	Preferred term	Pituicytoma	C2986550	C94524	Pituicytoma
9440/3	4	PT	Preferred term	Glioblastoma, NOS	C0017636	C3058	Glioblastoma
9440/3	Synonym	SY	Synonym	Glioblastoma multiforme	C0017636	C3058	Glioblastoma
9440/3	Synonym	SY	Synonym	Spongioblastoma multiforme	C0017636	C3058	Glioblastoma
9441/3	4	PT	Preferred term	Giant cell glioblastoma	C0334588	C4325	Giant Cell Glioblastoma
9441/3	Synonym	IS	Inactive (obsolete) synonym	Monstrocellular sarcoma	C0334593		
9442/1	4	PT	Preferred term	Gliofibroma	C1266178	C5419	Gliofibroma
9442/3	4	PT	Preferred term	Gliosarcoma	C0206726	C3796	Gliosarcoma
9442/3	Synonym	SY	Synonym	Glioblastoma with sarcomatous component	C0206726	C3796	Gliosarcoma
9444/1	4	PT	Preferred term	Chordoid glioma	C1322252	C5592	Chordoid Glioma of the Third Ventricle
9444/1	Related	RT	Related term	Chordoid glioma of third ventricle	C1322252	C5592	Chordoid Glioma of the Third Ventricle
9450/3	4	PT	Preferred term	Oligodendroglioma, NOS	C0751396	C3288	Oligodendroglioma
9451/3	4	PT	Preferred term	Oligodendroglioma, anaplastic	C0334590	C4326	Anaplastic Oligodendroglioma
9460/3	4	OP	Obsolete preferred term	Oligodendroblastoma	C0344461	C66802	Oligodendroblastoma
9470/3	4	PT	Preferred term	Medulloblastoma, NOS	C0025149	C3222	Medulloblastoma
9470/3	Related	RT	Related term	Melanotic medulloblastoma	C1275668	C9497	Medulloblastoma with Melanotic Differentiation
9471/3	4	PT	Preferred term	Desmoplastic nodular medulloblastoma	C0751291	C4956	Desmoplastic/Nodular Medulloblastoma
9471/3	Related	RT	Related term	Medulloblastoma with extensive nodularity	C1334970	C5407	Medulloblastoma with Extensive Nodularity
9471/3	Synonym	IS	Inactive (obsolete) synonym	Circumscribed arachnoidal cerebellar sarcoma	C0751291	C4956	Desmoplastic/Nodular Medulloblastoma
9471/3	Synonym	SY	Synonym	Desmoplastic medulloblastoma	C0751291	C4956	Desmoplastic/Nodular Medulloblastoma
9472/3	4	PT	Preferred term	Medullomyoblastoma	C0205833	C3706	Medullomyoblastoma with Myogenic Differentiation
9473/3	4	PT	Preferred term	Primitive neuroectodermal tumor, NOS	C0206663	C3716	Primitive Neuroectodermal Tumor
9473/3	Related	RT	Related term	Central primitive neuroectodermal tumor, NOS	C3887678	C5398	Central Nervous System Embryonal Tumor, Not Otherwise Specified
9473/3	Related	RT	Related term	Supratentorial PNET	C1336538	C6968	Supratentorial Embryonal Tumor, Not Otherwise Specified
9473/3	Synonym	SY	Synonym	CPNET	C3887678	C5398	Central Nervous System Embryonal Tumor, Not Otherwise Specified
9473/3	Synonym	SY	Synonym	PNET, NOS	C0206663	C3716	Primitive Neuroectodermal Tumor
9474/3	4	PT	Preferred term	Large cell medulloblastoma	C1266180	C6904	Large Cell Medulloblastoma
9474/3	Related	RT	Related term	Anaplastic medulloblastoma	C2985220	C92625	Anaplastic Medulloblastoma
9480/3	4	OP	Obsolete preferred term	Cerebellar sarcoma, NOS	C0334592	C66803	Cerebellar Sarcoma
949-952	2	HT	Hierarchical term	Neuroepitheliomatous neoplasms	C0334594		
9490/0	4	PT	Preferred term	Ganglioneuroma	C0017075	C3049	Ganglioneuroma
9490/3	4	PT	Preferred term	Ganglioneuroblastoma	C0206718	C3790	Ganglioneuroblastoma
9491/0	4	PT	Preferred term	Ganglioneuromatosis	C0334595	C66804	Ganglioneuromatosis
9492/0	4	PT	Preferred term	Gangliocytoma	CL378224	C6934	Gangliocytoma
9493/0	4	PT	Preferred term	Dysplastic gangliocytoma of cerebellum (Lhermitte-Duclos)	C0391826	C8419	Dysplastic Cerebellar Gangliocytoma
9500/3	4	PT	Preferred term	Neuroblastoma, NOS	C0027819	C3270	Neuroblastoma
9500/3	Synonym	SY	Synonym	Central neuroblastoma	C0027819	C3270	Neuroblastoma
9500/3	Synonym	SY	Synonym	Sympathicoblastoma	C2239230		
9501/0	4	PT	Preferred term	Medulloepithelioma, benign	C1266182		
9501/0	Synonym	SY	Synonym	Diktyoma, benign	C1266182		
9501/3	4	PT	Preferred term	Medulloepithelioma, NOS	C0334596	C4327	Medulloepithelioma
9501/3	Synonym	SY	Synonym	Diktyoma, malignant	C0334596	C4327	Medulloepithelioma
9502/0	4	PT	Preferred term	Teratoid medulloepithelioma, benign	C1266183		
9502/3	4	PT	Preferred term	Teratoid medulloepithelioma	C0334597		
9503/3	4	PT	Preferred term	Neuroepithelioma, NOS	C0206663	C3716	Primitive Neuroectodermal Tumor
9504/3	4	PT	Preferred term	Spongioneuroblastoma	C0334598	C66811	Spongioneuroblastoma
9505/1	4	PT	Preferred term	Ganglioglioma, NOS	C0206716	C3788	Ganglioglioma
9505/1	Synonym	IS	Inactive (obsolete) synonym	Glioneuroma	C0206716	C3788	Ganglioglioma
9505/1	Synonym	IS	Inactive (obsolete) synonym	Neuroastrocytoma	C0206716	C3788	Ganglioglioma
9505/3	4	PT	Preferred term	Ganglioglioma, anaplastic	C0431112	C4717	Anaplastic Ganglioglioma
9506/1	4	PT	Preferred term	Central neurocytoma	C0206719	C3791	Central Neurocytoma
9506/1	Related	RT	Related term	Cerebellar liponeurocytoma	C1370507	C6905	Cerebellar Liponeurocytoma
9506/1	Related	RT	Related term	Extraventricular neurocytoma	C2985175	C92555	Extraventricular Neurocytoma
9506/1	Synonym	SY	Synonym	Lipomatous medulloblastoma	C1370507	C6905	Cerebellar Liponeurocytoma
9506/1	Synonym	SY	Synonym	Medullocytoma	C1370507	C6905	Cerebellar Liponeurocytoma
9506/1	Synonym	SY	Synonym	Neurocytoma	C0206719	C3791	Central Neurocytoma
9506/1	Synonym	SY	Synonym	Neurolipocytoma	C1370507	C6905	Cerebellar Liponeurocytoma
9507/0	4	PT	Preferred term	Pacinian tumor	C0334599	C4328	Pacinian Neurofibroma
9508/3	4	PT	Preferred term	Atypical teratoid/rhabdoid tumor	C1266184	C6906	Atypical Teratoid/Rhabdoid Tumor
9509/1	4	PT	Preferred term	Papillary glioneuronal tumor	C2985174	C92554	Papillary Glioneuronal Tumor
9509/1	Related	RT	Related term	Rosette-forming glioneuronal tumor	CL497922	C129431	Rosette-Forming Glioneuronal Tumor
9510/0	4	PT	Preferred term	Retinocytoma	C0346396	C66812	Retinocytoma
9510/3	4	PT	Preferred term	Retinoblastoma, NOS	C0035335	C7541	Retinoblastoma
9511/3	4	PT	Preferred term	Retinoblastoma, differentiated	C0334600	C66813	Differentiated Retinoblastoma
9512/3	4	PT	Preferred term	Retinoblastoma, undifferentiated	C0334601	C66814	Undifferentiated Retinoblastoma
9513/3	4	PT	Preferred term	Retinoblastoma, diffuse	C1266185	C66815	Diffuse Retinoblastoma
9514/1	4	PT	Preferred term	Retinoblastoma, spontaneously regressed	C1266186	C66816	Spontaneously Regressing Retinoblastoma
9520/3	4	PT	Preferred term	Olfactory neurogenic tumor	C0334602	C67155	Olfactory Neurogenic Tumor
9521/3	4	PT	Preferred term	Olfactory neurocytoma	CL031140	C67156	Olfactory Neurocytoma
9521/3	Synonym	SY	Synonym	Esthesioneurocytoma	C0555201		
9522/3	4	PT	Preferred term	Olfactory neuroblastoma	C0206717	C3789	Olfactory Neuroblastoma
9522/3	Synonym	SY	Synonym	Esthesioneuroblastoma	C0206717	C3789	Olfactory Neuroblastoma
9523/3	4	PT	Preferred term	Olfactory neuroepithelioma	C0206717	C3789	Olfactory Neuroblastoma
9523/3	Synonym	SY	Synonym	Esthesioneuroepithelioma	C0206717	C3789	Olfactory Neuroblastoma
953	2	HT	Hierarchical term	Meningiomas	C0025286	C3230	Meningioma
9530/0	4	PT	Preferred term	Meningioma, NOS	C0025286	C3230	Meningioma
9530/0	Related	RT	Related term	Lymphoplasmacyte-rich meningioma	C0431119	C4720	Lymphoplasmacyte-Rich Meningioma
9530/0	Related	RT	Related term	Metaplastic meningioma	C1384407	C6907	Metaplastic Meningioma
9530/0	Related	RT	Related term	Microcystic meningioma	C1384408	C4721	Microcystic Meningioma
9530/0	Related	RT	Related term	Secretory meningioma	C1384406	C4718	Secretory Meningioma
9530/1	4	PT	Preferred term	Meningiomatosis, NOS	C0205834	C3707	Meningiomatosis
9530/1	Synonym	SY	Synonym	Diffuse meningiomatosis	C0205834	C3707	Meningiomatosis
9530/1	Synonym	SY	Synonym	Multiple meningiomas	C0205834	C3707	Meningiomatosis
9530/3	4	PT	Preferred term	Meningioma, malignant	C0259785	C4051	Anaplastic (Malignant) Meningioma
9530/3	Synonym	SY	Synonym	Leptomeningeal sarcoma	C1384416	C8312	Leptomeningeal Sarcoma
9530/3	Synonym	SY	Synonym	Meningeal sarcoma	C0302327	C4073	Meningeal Sarcoma
9530/3	Synonym	SY	Synonym	Meningioma, anaplastic	C0259785	C4051	Anaplastic (Malignant) Meningioma
